
Predictions were generated on 22-Dec-2025 at 21:57:15 using FAST.Farm, compiled on Dec 22 2025 at 21:41:16 as a 64-bit application using double precision at commit -128-NOTFOUND and with OpenMP
 linked with  NWTC Subroutine Library

Description from the FAST.Farm input file: FAST.Farm input file, using two turbines separated by 3D downstream and an offset of 30m, with a turbulent inflow given by one turbsim box

Time                	RtVAmbT1            	RtVAmbT2            	RtVRelT2            	YawErrT1            	YawErrT2            	CtT1N02             	CtT1N03             	CtT1N04             	CtT1N05             	CtT1N06             	WkAxsXT2D1          	WkAxsYT2D1          	WkAxsZT2D1          	WkPosXT2D1          	WkPosYT2D1          	WkPosZT2D1          	WkDfVxT1N01D1       	WkDfVxT1N02D1       	WkDfVxT1N03D1       	WkDfVxT1N04D1       	WkDfVxT1N05D1       	WkDfVxT1N06D1       	WkDfVxT1N07D1       	WkDfVrT1N01D1       	WkDfVrT1N02D1       	WkDfVrT1N03D1       	WkDfVrT1N04D1       	WkDfVrT1N05D1       	WkDfVrT1N06D1       	WkDfVrT1N07D1       	WkDfVxT2N01D1       	WkDfVxT2N02D1       	WkDfVxT2N03D1       	WkDfVxT2N04D1       	WkDfVxT2N05D1       	WkDfVxT2N06D1       	WkDfVxT2N07D1       	WkDfVrT2N01D1       	WkDfVrT2N02D1       	WkDfVrT2N03D1       	WkDfVrT2N04D1       	WkDfVrT2N05D1       	WkDfVrT2N06D1       	WkDfVrT2N07D1       
   30.0000	 7.090E+00	 7.820E+00	 7.667E+00	 1.386E+00	-3.264E+00	 8.124E-01	 8.124E-01	 8.124E-01	 0.000E+00	 0.000E+00	 9.959E-01	 1.602E-04	-9.093E-02	 4.368E+02	-8.981E+00	 9.347E+01	-3.626E+00	-3.626E+00	-3.625E+00	-3.258E+00	-2.447E-01	-7.353E-04	-1.025E-18	 0.000E+00	-3.063E-06	-1.203E-04	-5.752E-02	-1.538E-01	-1.072E-01	-5.764E-02	-1.495E+00	-2.409E+00	-3.619E+00	-4.525E+00	-4.138E-01	-6.493E-04	-9.565E-17	 0.000E+00	 5.393E-02	 2.717E-02	-9.062E-02	-3.530E-01	-2.723E-01	-1.466E-01
   33.0000	 7.021E+00	 7.554E+00	 7.218E+00	 8.829E+00	 3.410E-01	 7.951E-01	 7.951E-01	 7.951E-01	 0.000E+00	 0.000E+00	 9.959E-01	 2.043E-04	-9.100E-02	 4.368E+02	-1.086E+01	 9.391E+01	-3.598E+00	-3.598E+00	-3.597E+00	-3.201E+00	-2.206E-01	-6.888E-04	-1.325E-18	 0.000E+00	-3.559E-06	-1.361E-04	-6.223E-02	-1.491E-01	-1.043E-01	-5.612E-02	-1.509E+00	-2.524E+00	-4.003E+00	-4.790E+00	-6.039E-01	-1.246E-03	-1.182E-16	 0.000E+00	 6.434E-02	 3.870E-02	-1.218E-01	-4.333E-01	-3.412E-01	-1.836E-01
   36.0000	 6.995E+00	 7.369E+00	 7.046E+00	-9.294E-01	 2.071E-01	 8.134E-01	 8.134E-01	 8.134E-01	 0.000E+00	 0.000E+00	 9.959E-01	 1.044E-04	-9.088E-02	 4.369E+02	-1.081E+01	 9.428E+01	-3.618E+00	-3.618E+00	-3.617E+00	-3.226E+00	-2.376E-01	-7.896E-04	-1.860E-18	 0.000E+00	-4.156E-06	-1.510E-04	-6.166E-02	-1.526E-01	-1.061E-01	-5.708E-02	-1.487E+00	-2.502E+00	-4.020E+00	-4.802E+00	-6.889E-01	-1.871E-03	-1.024E-16	 0.000E+00	 6.566E-02	 4.155E-02	-1.179E-01	-4.351E-01	-3.428E-01	-1.845E-01
   39.0000	 7.006E+00	 7.401E+00	 7.291E+00	 8.006E+00	 1.433E+00	 7.889E-01	 7.889E-01	 7.889E-01	 0.000E+00	 0.000E+00	 9.958E-01	 1.027E-04	-9.107E-02	 4.369E+02	-9.490E+00	 9.433E+01	-3.604E+00	-3.604E+00	-3.603E+00	-3.222E+00	-2.316E-01	-7.766E-04	-1.921E-18	 0.000E+00	-4.032E-06	-1.456E-04	-5.959E-02	-1.496E-01	-1.042E-01	-5.606E-02	-1.478E+00	-2.413E+00	-3.727E+00	-4.577E+00	-5.758E-01	-1.555E-03	-8.201E-17	 0.000E+00	 5.841E-02	 3.362E-02	-1.018E-01	-3.725E-01	-2.879E-01	-1.549E-01
   42.0000	 6.964E+00	 7.434E+00	 7.323E+00	 1.298E+00	 2.417E+00	 8.056E-01	 8.056E-01	 8.056E-01	 0.000E+00	 0.000E+00	 9.958E-01	 5.576E-05	-9.105E-02	 4.369E+02	-7.691E+00	 9.420E+01	-3.589E+00	-3.589E+00	-3.588E+00	-3.236E+00	-2.644E-01	-8.872E-04	-1.098E-18	 0.000E+00	-3.457E-06	-1.323E-04	-5.518E-02	-1.534E-01	-1.054E-01	-5.666E-02	-1.546E+00	-2.485E+00	-3.698E+00	-4.235E+00	-4.096E-01	-9.323E-04	-9.802E-17	 0.000E+00	 5.807E-02	 2.048E-02	-7.151E-02	-2.865E-01	-2.155E-01	-1.160E-01
   45.0000	 7.090E+00	 7.487E+00	 7.838E+00	 6.585E-01	 4.531E+00	 7.980E-01	 7.980E-01	 7.980E-01	 0.000E+00	 0.000E+00	 9.959E-01	 3.752E-05	-9.053E-02	 4.368E+02	-5.678E+00	 9.386E+01	-3.560E+00	-3.560E+00	-3.559E+00	-3.233E+00	-3.159E-01	-1.377E-03	-2.851E-18	 0.000E+00	-3.836E-06	-1.392E-04	-5.320E-02	-1.618E-01	-1.095E-01	-5.884E-02	-1.572E+00	-2.423E+00	-3.394E+00	-4.070E+00	-3.538E-01	-7.042E-04	-9.651E-17	 0.000E+00	 5.170E-02	 1.372E-02	-6.585E-02	-2.776E-01	-2.086E-01	-1.123E-01
   48.0000	 7.086E+00	 7.514E+00	 7.623E+00	 4.795E+00	 4.742E+00	 7.930E-01	 7.930E-01	 7.930E-01	 0.000E+00	 0.000E+00	 9.959E-01	 2.169E-05	-9.035E-02	 4.367E+02	-2.849E+00	 9.309E+01	-3.479E+00	-3.479E+00	-3.478E+00	-3.137E+00	-3.103E-01	-1.678E-03	-8.057E-18	 0.000E+00	-5.314E-06	-1.743E-04	-5.663E-02	-1.588E-01	-1.071E-01	-5.750E-02	-1.687E+00	-2.485E+00	-3.381E+00	-3.788E+00	-3.430E-01	-8.544E-04	-7.913E-17	 0.000E+00	 5.311E-02	 8.860E-03	-6.053E-02	-2.344E-01	-1.714E-01	-9.223E-02
   51.0000	 7.037E+00	 7.470E+00	 7.415E+00	-5.182E+00	 5.813E+00	 8.129E-01	 8.129E-01	 8.129E-01	 0.000E+00	 0.000E+00	 9.959E-01	-1.839E-05	-9.022E-02	 4.366E+02	 5.720E-02	 9.230E+01	-3.470E+00	-3.470E+00	-3.469E+00	-3.121E+00	-3.232E-01	-1.839E-03	-1.412E-17	 0.000E+00	-6.924E-06	-2.109E-04	-5.799E-02	-1.641E-01	-1.104E-01	-5.927E-02	-1.751E+00	-2.545E+00	-3.523E+00	-3.849E+00	-4.377E-01	-1.434E-03	-7.545E-17	 0.000E+00	 5.684E-02	 1.530E-02	-7.344E-02	-2.716E-01	-2.019E-01	-1.086E-01
   54.0000	 7.054E+00	 7.288E+00	 7.376E+00	 1.933E+00	 3.595E+00	 8.148E-01	 8.148E-01	 8.148E-01	 0.000E+00	 0.000E+00	 9.959E-01	-1.404E-05	-9.015E-02	 4.365E+02	 2.747E+00	 9.108E+01	-3.431E+00	-3.431E+00	-3.430E+00	-3.060E+00	-3.020E-01	-1.914E-03	-2.369E-17	 0.000E+00	-8.022E-06	-2.344E-04	-6.198E-02	-1.587E-01	-1.069E-01	-5.742E-02	-1.515E+00	-2.224E+00	-3.105E+00	-3.778E+00	-3.552E-01	-1.038E-03	-7.361E-17	 0.000E+00	 4.823E-02	 1.679E-02	-6.736E-02	-2.788E-01	-2.103E-01	-1.131E-01
   57.0000	 7.210E+00	 7.181E+00	 7.221E+00	-5.877E+00	 3.488E+00	 7.976E-01	 7.976E-01	 7.976E-01	 0.000E+00	 0.000E+00	 9.959E-01	 8.215E-05	-9.099E-02	 4.365E+02	 4.756E+00	 9.020E+01	-3.444E+00	-3.444E+00	-3.443E+00	-3.072E+00	-3.130E-01	-1.928E-03	-3.054E-17	 0.000E+00	-9.257E-06	-2.587E-04	-6.206E-02	-1.629E-01	-1.096E-01	-5.886E-02	-1.611E+00	-2.370E+00	-3.375E+00	-3.696E+00	-3.297E-01	-9.440E-04	-7.095E-17	 0.000E+00	 5.434E-02	 2.019E-02	-8.011E-02	-2.417E-01	-1.781E-01	-9.581E-02
   60.0000	 7.412E+00	 7.268E+00	 7.080E+00	 9.089E-01	 9.618E-02	 7.778E-01	 7.778E-01	 7.778E-01	 0.000E+00	 0.000E+00	 9.959E-01	 5.532E-05	-9.079E-02	 4.365E+02	 6.363E+00	 9.010E+01	-3.471E+00	-3.471E+00	-3.469E+00	-3.112E+00	-3.097E-01	-1.910E-03	-3.401E-17	 0.000E+00	-8.694E-06	-2.399E-04	-5.954E-02	-1.595E-01	-1.074E-01	-5.765E-02	-1.860E+00	-2.722E+00	-3.846E+00	-3.484E+00	-2.458E-01	-6.547E-04	-6.517E-17	 0.000E+00	 6.455E-02	 1.580E-02	-1.063E-01	-2.087E-01	-1.534E-01	-8.257E-02
   63.0000	 7.479E+00	 7.294E+00	 4.835E+00	 2.846E-01	 2.127E+00	 7.837E-01	 7.837E-01	 7.837E-01	 0.000E+00	 0.000E+00	 9.959E-01	-8.510E-07	-9.065E-02	 4.365E+02	 7.680E+00	 9.016E+01	-3.464E+00	-3.464E+00	-3.463E+00	-3.109E+00	-2.896E-01	-1.527E-03	-1.147E-17	 0.000E+00	-6.111E-06	-1.929E-04	-5.794E-02	-1.533E-01	-1.034E-01	-5.553E-02	-1.692E+00	-2.515E+00	-3.537E+00	-3.705E+00	-2.870E-01	-6.727E-04	-9.061E-17	 0.000E+00	 5.555E-02	 1.661E-02	-8.596E-02	-2.349E-01	-1.740E-01	-9.366E-02
   66.0000	 7.495E+00	 7.255E+00	 5.159E+00	-3.756E+00	 6.571E+00	 7.860E-01	 7.860E-01	 7.860E-01	 0.000E+00	 0.000E+00	 9.959E-01	 3.995E-06	-9.061E-02	 4.365E+02	 8.286E+00	 9.018E+01	-3.460E+00	-3.460E+00	-3.459E+00	-3.139E+00	-3.123E-01	-1.511E-03	-7.165E-18	 0.000E+00	-4.857E-06	-1.594E-04	-5.207E-02	-1.561E-01	-1.048E-01	-5.632E-02	-1.563E+00	-2.379E+00	-3.477E+00	-3.843E+00	-3.181E-01	-7.322E-04	-7.379E-17	 0.000E+00	 5.393E-02	 2.464E-02	-9.180E-02	-2.635E-01	-1.973E-01	-1.062E-01
   69.0000	 7.510E+00	 7.153E+00	 4.811E+00	 3.400E+00	 8.492E+00	 7.867E-01	 7.867E-01	 7.867E-01	 0.000E+00	 0.000E+00	 9.959E-01	 1.498E-05	-9.035E-02	 4.365E+02	 8.458E+00	 9.094E+01	-3.478E+00	-3.478E+00	-3.477E+00	-3.199E+00	-3.315E-01	-1.486E-03	-5.092E-18	 0.000E+00	-2.988E-06	-1.058E-04	-4.557E-02	-1.577E-01	-1.061E-01	-5.701E-02	-1.540E+00	-2.328E+00	-3.370E+00	-3.791E+00	-3.172E-01	-7.226E-04	-4.630E-17	 0.000E+00	 5.316E-02	 2.128E-02	-8.467E-02	-2.696E-01	-2.029E-01	-1.092E-01
   72.0000	 7.649E+00	 7.026E+00	 4.643E+00	-6.067E+00	 5.590E+00	 7.752E-01	 7.752E-01	 7.752E-01	 0.000E+00	 0.000E+00	 9.959E-01	 2.919E-05	-9.005E-02	 4.367E+02	 9.908E+00	 9.314E+01	-3.414E+00	-3.414E+00	-3.414E+00	-3.157E+00	-2.743E-01	-8.710E-04	-1.157E-18	 0.000E+00	-1.307E-06	-5.839E-05	-4.022E-02	-1.359E-01	-9.127E-02	-4.907E-02	-1.534E+00	-2.294E+00	-3.222E+00	-3.718E+00	-3.040E-01	-7.889E-04	-5.798E-17	 0.000E+00	 5.146E-02	 1.568E-02	-7.383E-02	-2.681E-01	-2.018E-01	-1.086E-01
   75.0000	 7.783E+00	 6.986E+00	 4.899E+00	 3.081E+00	 6.965E+00	 7.811E-01	 7.811E-01	 7.811E-01	 0.000E+00	 0.000E+00	 9.960E-01	 4.962E-05	-8.990E-02	 4.370E+02	 1.262E+01	 9.614E+01	-3.486E+00	-3.486E+00	-3.486E+00	-3.162E+00	-2.281E-01	-6.730E-04	-1.098E-18	 0.000E+00	-1.869E-06	-8.150E-05	-5.003E-02	-1.343E-01	-9.184E-02	-4.939E-02	-1.532E+00	-2.267E+00	-3.156E+00	-3.702E+00	-2.976E-01	-7.667E-04	-9.061E-17	 0.000E+00	 4.915E-02	 1.673E-02	-7.705E-02	-2.638E-01	-1.981E-01	-1.066E-01
   78.0000	 8.006E+00	 6.922E+00	 4.962E+00	-6.533E+00	 9.098E+00	 7.503E-01	 7.503E-01	 7.503E-01	 0.000E+00	 0.000E+00	 9.959E-01	 2.619E-05	-9.005E-02	 4.372E+02	 1.349E+01	 9.812E+01	-3.507E+00	-3.507E+00	-3.507E+00	-3.201E+00	-2.426E-01	-7.270E-04	-1.112E-18	 0.000E+00	-1.647E-06	-7.323E-05	-4.729E-02	-1.346E-01	-9.125E-02	-4.907E-02	-1.537E+00	-2.246E+00	-3.170E+00	-3.646E+00	-3.049E-01	-7.308E-04	-1.011E-16	 0.000E+00	 4.919E-02	 2.143E-02	-8.179E-02	-2.422E-01	-1.790E-01	-9.632E-02
   81.0000	 8.181E+00	 6.949E+00	 5.327E+00	 1.135E-01	 8.383E+00	 7.248E-01	 7.248E-01	 7.248E-01	 0.000E+00	 0.000E+00	 9.959E-01	 5.130E-05	-9.024E-02	 4.372E+02	 1.253E+01	 9.829E+01	-3.533E+00	-3.533E+00	-3.532E+00	-3.234E+00	-2.478E-01	-7.243E-04	-9.309E-19	 0.000E+00	-1.509E-06	-6.800E-05	-4.582E-02	-1.374E-01	-9.343E-02	-5.025E-02	-1.374E+00	-2.012E+00	-2.916E+00	-3.479E+00	-6.078E-01	-6.686E-03	-1.346E-05	 0.000E+00	 4.489E-02	 2.523E-02	-5.719E-02	-2.120E-01	-1.489E-01	-7.972E-02
   84.0000	 8.250E+00	 6.944E+00	 5.563E+00	-2.033E+00	 7.539E+00	 7.251E-01	 7.251E-01	 7.251E-01	 0.000E+00	 0.000E+00	 9.960E-01	 2.012E-04	-8.963E-02	 4.370E+02	 1.222E+01	 9.710E+01	-3.544E+00	-3.544E+00	-3.544E+00	-3.237E+00	-2.490E-01	-8.066E-04	-1.886E-18	 0.000E+00	-1.901E-06	-7.878E-05	-4.697E-02	-1.403E-01	-9.571E-02	-5.147E-02	-1.120E+00	-1.602E+00	-2.328E+00	-3.253E+00	-1.228E+00	-6.365E-02	-5.153E-04	 0.000E+00	 3.229E-02	 2.423E-02	-4.132E-03	-1.685E-01	-1.079E-01	-5.648E-02
   87.0000	 8.213E+00	 7.057E+00	 5.940E+00	 4.881E-01	 4.448E+00	 7.431E-01	 7.431E-01	 7.431E-01	 0.000E+00	 0.000E+00	 9.961E-01	 2.512E-04	-8.841E-02	 4.368E+02	 1.213E+01	 9.496E+01	-3.568E+00	-3.568E+00	-3.568E+00	-3.258E+00	-2.282E-01	-6.752E-04	-2.188E-18	 0.000E+00	-1.928E-06	-7.755E-05	-4.597E-02	-1.374E-01	-9.450E-02	-5.083E-02	-1.671E+00	-1.820E+00	-2.111E+00	-2.189E+00	-1.122E+00	-3.330E-01	-5.440E-03	 0.000E+00	 1.263E-02	 1.233E-02	-1.246E-02	-6.483E-02	-3.577E-02	-1.635E-02
   90.0000	 8.306E+00	 6.952E+00	 5.277E+00	 3.225E+00	 6.723E+00	 7.556E-01	 7.556E-01	 7.556E-01	 0.000E+00	 0.000E+00	 9.961E-01	 2.318E-04	-8.838E-02	 4.368E+02	 1.101E+01	 9.492E+01	-3.596E+00	-3.596E+00	-3.596E+00	-3.289E+00	-1.854E-01	-5.000E-04	-1.496E-18	 0.000E+00	-1.295E-06	-5.570E-05	-4.429E-02	-1.300E-01	-9.170E-02	-4.934E-02	-1.692E+00	-1.779E+00	-1.931E+00	-1.865E+00	-1.004E+00	-3.683E-01	-6.292E-03	 0.000E+00	 7.786E-03	 7.095E-03	-1.274E-02	-4.955E-02	-2.680E-02	-1.138E-02
